Entry #,Pseudo-Page,Chuukese Word / Form,Part of Speech,English Definition,Examples,Notes
1113,85,iiken matau,,deep sea fish,,Extracted from page 85
1114,85,iir (1),,"they	(stand alone pronoun – see page 1, #2)",,Extracted from page 85
1115,85,ra,,"they are, they were	(present & past tense)",,Extracted from page 85
1116,85,repwe,,they	will (be),,Extracted from page 85
1117,86,repwele,,"they	will do something immediately rese – they		did not, didn’t	(“rete” also used) are not, aren't",,Extracted from page 86
1118,86,"were not, weren't resap",,"they	will not, won’t repwap – they	 will do later resaamwo – they haven’t yet",,Extracted from page 86
1119,86,iir (2),,"them	(pronoun suffix – see page 1, #4)",,Extracted from page 86
1120,86,iit,,"name, reputation",,Extracted from page 86
1121,86,eita,,"v., vt.  name, named, called",,Extracted from page 86
1122,86,eita ngeni,,"v., vt. to name, to call eiteit – list",,Extracted from page 86
1123,86,eiteita,,list by name eiteitetiw – list down,,Extracted from page 86
1124,86,iteféúló,,"famous, well known iteféúlóón – famous of",,Extracted from page 86
1125,86,iteit,,"use a name, have one’s name iteni – have the name, named",,Extracted from page 86
1126,86,iten,,name of itepwá – well known itelap – title,,Extracted from page 86
1127,86,itelap kisikis,,"subtitle, subheading itelapen – title of",,Extracted from page 86
1128,86,itéch,,good reputation,,Extracted from page 86
1129,86,itéchun,,good reputation of itéchúló – gain a good reputation,,Extracted from page 86
1130,86,iteúéch,,to have a very good reputation,,Extracted from page 86
1131,87,eitéchú,,give a good reputation to,,Extracted from page 87
1132,87,itengaw,,"bad name, reputation",,Extracted from page 87
1133,87,itengawen,,bad reputation of eitengaw – slander,,Extracted from page 87
1134,87,chon eitengaw,,slanderer,,Extracted from page 87
1135,87,itechik,,spelling,,Extracted from page 87
1136,87,itechiki,,spell it itechikin – spelling of,,Extracted from page 87
1137,87,iiwen,,right hand,,Extracted from page 87
1138,87,iiwenin,,"right hand of ika – if, or",,Extracted from page 87
1139,87,ikaamwo,,although	(spoken)	(shortened form of “inaamwo ika”),,Extracted from page 87
1140,87,ikeei,,here (singular)	(locationals in order of distance from speaker – see page 2),,Extracted from page 87
1141,87,ika,,there,,Extracted from page 87
1142,88,ikena,,over there ikenan – way over there,,Extracted from page 88
1143,88,ikewe,,"there	(far away, unseen)",,Extracted from page 88
1144,88,ikenái,,today,,Extracted from page 88
1145,88,ikkeei,,here (plural)	(locationals in order of distance from speaker – see page 2),,Extracted from page 88
1146,88,ikka,,there,,Extracted from page 88
1147,88,ikkena,,over there ikkenan – way over there,,Extracted from page 88
1148,88,ikkewe,,"there	(far away, unseen)",,Extracted from page 88
1149,88,imuuló,,separated	(see “mu”),,Extracted from page 88
1150,88,imw,,house,,Extracted from page 88
1151,88,imwen,,house of imweni – own a house,,Extracted from page 88
1152,88,imweimw,,"v. dwell, live, reside",,Extracted from page 88
1153,88,imwenfel,,"temple, church	(literal: house of worship)",,Extracted from page 88
1154,88,imwenfelin,,temple of,,Extracted from page 88
1155,88,imweimw akkaw,,"wear a hat, helmet, etc.",,Extracted from page 88
1156,88,imweimw akkawen,,wear a hat of,,Extracted from page 88
1157,89,imweimw úmper,,"use an umbrella leimw – at the house, at home",,Extracted from page 89
1158,89,in,,mother,,Extracted from page 89
1159,89,inen,,mother of,,Extracted from page 89
1160,89,ineni,,"to have as a mother inelap – mother, grandmother",,Extracted from page 89
1161,89,my your his,,"our	your their our	(possessive pronouns see pg.1, #4)",,Extracted from page 89
1162,89,inelapen,,grandmother of ina (1) – there	(locational),,Extracted from page 89
1163,89,ina (2),,that,,Extracted from page 89
1164,89,ina chék,,"that’s ok, never mind",,Extracted from page 89
1165,89,inaamwo,,no	(polite refusal),,Extracted from page 89
1166,89,"inaamwo, kilisou",,"no, thank you	(declining food)",,Extracted from page 89
1167,89,inaamwo ika,,although	(written and spoken),,Extracted from page 89
1168,89,ikaamwo,,although	(spoken),,Extracted from page 89
1169,89,ineet,,when	(used in question form: indicates at or during which time),,Extracted from page 89
1170,90,inet,,"be divided, apportioned",,Extracted from page 90
1171,90,ineti,,"to divide, to apportion something einet – distribute",,Extracted from page 90
1172,90,eineti,,"apportion, distribute",,Extracted from page 90
1173,90,einetin,,portion of einetfetál – distribute,,Extracted from page 90
1174,90,einetfetálei,,distributing,,Extracted from page 90
1175,90,ingaw,,bad	(see “ngaw”),,Extracted from page 90
1176,90,ing,,admire	(amazed at),,Extracted from page 90
1177,90,ingeló,,vi.  admire,,Extracted from page 90
1178,90,ingeiti,,"v., vt.  marvel at, admire",,Extracted from page 90
1179,90,ingemwar,,"admiration, awe	(to a greater degree than “ingeló”)",,Extracted from page 90
1180,91,ingemwareiti,,to admire,,Extracted from page 91
1181,91,eingeing,,"inpress, show off eingeingen – showing off of",,Extracted from page 91
1182,91,einga,,"v., vt.  to try to impress unduly	(negative)",,Extracted from page 91
1183,91,inis,,body,,Extracted from page 91
1184,91,inisin,,body of,,Extracted from page 91
1185,91,inisini,,"to appear as, to take the form of the human body",,Extracted from page 91
1186,91,iói,,"vi.  collect, gather	(many things or people)",,Extracted from page 91
1187,91,ióien,,gathering of,,Extracted from page 91
1188,91,ióifengen,,"vi.  gathered, assembled together",,Extracted from page 91
1189,91,ióifengenin,,gathering of,,Extracted from page 91
1190,92,ióifengeni,,"v., vt.  gather together	(takes on a subject, or if subject already known)",,Extracted from page 92
1191,92,ióni,,"v., vt.  to collect, gather	(objects, things)",,Extracted from page 92
1192,92,iólap,,capital city,,Extracted from page 92
1193,92,iólapen,,capital city of iótek – pray,,Extracted from page 92
1194,92,ióteki,,pray for,,Extracted from page 92
1195,92,ikkiótek,,"pray routinely , pray regularly	(reduplication also conveys repetitive action)",,Extracted from page 92
1196,92,iótekin,,prayer of,,Extracted from page 92
1197,92,iótekittam,,say a long prayer ióteksefál – pray again iótekfengen – pray together,,Extracted from page 92
1198,92,ipw,,"footsteps, footwear	(shoes, slippers, etc.)",,Extracted from page 92
1199,92,ipwen,,"footsteps of, footwear of ipwenúk – sprained ankle",,Extracted from page 92
1200,92,ipweipw,,"wear shoes, slippers, etc. ipweri – to step on	(can be used figuratively)",,Extracted from page 92
1201,93,ipwét,,cooked	(food),,Extracted from page 93
1202,93,ipúkú,,one hundred	(see “púkú” also “eú”),,Extracted from page 93
1203,93,irá,,"tree, stake, stick",,Extracted from page 93
1204,93,iráán,,tree of,,Extracted from page 93
1205,93,populapen ewe irá,,tree trunk irápenges – cross,,Extracted from page 93
1206,93,irápengesi,,to put on a cross iráán ninni – torture stake,,Extracted from page 93
1207,93,péén irá,,"flower féún ira – seed, fruit",,Extracted from page 93
1208,93,iráchimi,,tattoo,,Extracted from page 93
1209,93,iráchimiin,,"tattoo of iráchimi, -ei,",,Extracted from page 93
1210,93,ireei,,"v., vt.  to bury	(general term: things)",,Extracted from page 93
1211,93,ireló,,vi.  buried	(covered over),,Extracted from page 93
1212,93,ireir,,to be buried  (by someone)	(used for people or things),,Extracted from page 93
1213,93,ireeló,,"v., vt. buried	(perminantly)",,Extracted from page 93
1214,94,irefengen,,buried together,,Extracted from page 94
1215,94,irefengeni,,"v., vt.  bury together",,Extracted from page 94
1216,94,iseis,,"store, keep, save	(keeping something)",,Extracted from page 94
1217,94,isoni,,"v., vt. to save",,Extracted from page 94
1218,94,isonien,,keeping of,,Extracted from page 94
1219,94,ikkisoni,,keeping	(reduplication also conveys repetitive action),,Extracted from page 94
1220,94,isoisen,,saving of,,Extracted from page 94
1221,94,isenaalong,,store in,,Extracted from page 94
1222,94,isenaatá,,store in an upper area isetá – place it up,,Extracted from page 94
1223,94,isetiw,,"place it down, set down	(can be use figuratively)",,Extracted from page 94
1224,95,it,,"finished, used up, consumed	(close to “ros” but more commonly used)",,Extracted from page 95
1225,95,iteló,,vi. used up eitaaló – v. use it up,,Extracted from page 95
1226,95,itá,,"should, intended to, planned to, it’s as if",,Extracted from page 95
1227,95,iteni,,"press, weigh down	(with hands)",,Extracted from page 95
1228,95,eitenngach,,"lean on elbow with hand on chin ite, -to, -ló, -tá, -tiw, -long, -wu – press",,Extracted from page 95
1229,95,itepék,,press at the same time,,Extracted from page 95
1230,95,itepékú,,to press or weigh down at the same time itepék me ruuepek – balance	(used figuratively),,Extracted from page 95
1231,95,itiiti,,"v., vt.  to place in order	(words, people, things)",,Extracted from page 95
1232,95,itiitin,,order of,,Extracted from page 95
1233,95,itiitin kapas,,word order,,Extracted from page 95
1234,95,itiitiéch,,"proper order	(as in grammar, or objects)",,Extracted from page 95
1235,95,itiitiéchú,,place in the proper order itiitiéchúló – in proper order itiitiéchúún – in proper order of eitiitiéchú – v. to properly place,,Extracted from page 95
1236,95,itiitingaw,,improper order itiitingawóló – out of order itiitingawan – improper order of,,Extracted from page 95
1237,95,eitiitingawa,,v. to improperly place itingaw – improper placement,,Extracted from page 95
1238,95,itingawan,,"improper placement of itit – v., vt. to point",,Extracted from page 95
1239,96,itini,,v.  point at,,Extracted from page 96
1240,96,ito,,well	(water),,Extracted from page 96
1241,96,ittiw,,"hanging, hung",,Extracted from page 96
1242,96,ittitiw,,hanging,,Extracted from page 96
1243,96,eittiw,,n.  clothes line,,Extracted from page 96
1244,96,ittiwetiw,,"hang down, hung",,Extracted from page 96
1245,96,eittiwetá,,to hang on something,,Extracted from page 96
1246,96,eittiwaatá,,"to hang up, hung up",,Extracted from page 96
1247,96,iwe,,"adv. well, and so, iwi – greasy	(foods)",,Extracted from page 96
1248,97,Jiowa,,Jehovah Jises – Jesus Jon – John,,Extracted from page 97
1249,97,Job,,Jop	(“Hiop” – alternate spelling),,Extracted from page 97
1250,97,ka (1),,"thirsty, drink",,Extracted from page 97
1251,97,kaaka,,"thirsty, drink",,Extracted from page 97
1252,97,ka (2),,you are	(see “en (1)”),,Extracted from page 97
1253,97,kaamwété,,carpenter,,Extracted from page 97
1254,97,káás,,gasoline	(Chuukese pronunciation of English “gas”),,Extracted from page 97
1255,97,kachito,,movie,,Extracted from page 97
1256,97,kachitoon,,a movie about kachitooni – to envision,,Extracted from page 97
1257,97,káé,,"study, learn",,Extracted from page 97
1258,97,káé ngeni,,to conduct a study with,,Extracted from page 97
1259,97,káé ren,,to be studied with,,Extracted from page 97
1260,98,kakkáé,,studying	(reduplication also conveys repetitive action),,Extracted from page 98
1261,98,káéén,,study of káéfich – study well,,Extracted from page 98
1262,98,káéfichi,,"v., vt. study thoroughly káéfichiin – study thoroughly of kákkáéfichi – studying thoroughtly",,Extracted from page 98
1263,98,káééch,,(same as “káéfich”),,Extracted from page 98
1264,98,káééchú,,(same as “káéfichi”),,Extracted from page 98
1265,98,káéfengen,,study together,,Extracted from page 98
1266,98,káésefál,,study again,,Extracted from page 98
1267,98,káésefálli,,"v., vt.  to study again",,Extracted from page 98
1268,98,kái,,"quick, hurry	(can be used as suffix ending to indicate quickness)",,Extracted from page 98
1269,98,kalapus,,"jail, prison",,Extracted from page 98
1270,98,kalapusei,,"to imprison kamé – buy, purchase",,Extracted from page 98
1271,98,kametip,,festival,,Extracted from page 98
1272,98,kametipen,,"festival of kamw – ripped, torn",,Extracted from page 98
1273,98,kamwei,,"rip apart, tear kamwóló – completely ripped kamwetiw – rip downward kamwetá – rip upward kamwengaw – tear unevenly",,Extracted from page 98
1274,99,kamwéch,,hold	(see “mwéch”),,Extracted from page 99
1275,99,kan,,usually	(a polite adverb denoting repeated or customary action),,Extracted from page 99
1276,99,kangóf,,nurse,,Extracted from page 99
1277,99,kapach,,"attached, added, addition, plus	(see “pach”)",,Extracted from page 99
1278,99,kapas,,"word, speak, talk, language kapasan – his, her, its words kapasen – words, language of",,Extracted from page 99
1279,99,kakkapas,,speaking	(reduplication also conveys repetitive action),,Extracted from page 99
